ST	penA	mtrR	porB	ponA	gyrA	parC	23S	NG-STAR_CC
719	2.002	89	100	100	7	4	100	719
720	34.001	64	11	1	1	3	100	90
721	12.001	74	8	1	2	49	100	Ungroupable
722	1.001	137	100	100	100	1	100	20
723	1.001	138	100	100	100	54	100	20
724	2.002	139	100	100	100	2	100	1958
725	1.001	136	100	100	100	1	100	20
726	14.001	58	1	100	7	20	100	1662
727	44.001	16	10	1	1	45	2	158
728	2.002	141	14	1	1	18	100	1627
729	15.001	142	100	100	100	2	100	1958
730	1.001	143	100	100	100	1	100	20
731	22.001	25	43	100	100	2	100	190
732	19.001	124	3	100	1	20	100	715
733	2.001	145	1	1	100	1	100	2047
734	2.002	69	4	1	7	20	100	1354
735	1.001	54	3	100	100	2	100	564
736	22.001	15	100	100	100	57	100	84
737	15.002	146	14	100	100	2	100	3597
738	15.001	88	100	100	100	2	100	1958
739	5.002	147	8	1	1	3	100	127
740	2.002	54	100	1	1	18	100	1627
741	22.001	148	3	100	100	1	100	239
743	19.001	149	14	1	7	15	100	309
744	5.002	150	100	1	1	3	100	127
745	22.001	73	3	1	100	2	100	1115
746	2.002	19	45	100	1	18	100	2209
747	22.001	151	3	100	100	1	100	239
748	43.002	1	11	1	7	24	100	345
749	1.001	103	100	100	100	1	100	20
750	14.001	152	100	100	100	7	100	352
751	9.001	105	5	100	100	2	100	3043
752	2.002	19	8	100	1	31	100	2209
753	2.001	123	13	1	100	1	100	754
754	2.001	123	14	1	100	1	100	2036
755	2.001	123	13	1	100	100	100	754
758	34.001	1	100	1	1	3	2	90
769	19.001	38	1	1	7	15	9	309
774	22.001	15	3	100	100	7	100	84
776	9.001	10	3	100	1	49	100	1054
777	14.001	29	13	100	100	7	100	178
778	2.002	40	13	100	7	4	16	426
779	2.002	40	13	100	7	55	100	426
780	2.002	19	3	1	7	3	9	73
783	12.005	1	1	1	1	3	100	127
798	2.002	19	13	1	7	3	100	73
801	14.001	49	13	100	7	20	100	1662
803	2.008	1	3	1	100	2	100	3035
806	15.001	25	1	100	100	100	2	240
810	2.001	25	1	100	100	100	2	63
827	2.002	125	14	1	100	7	100	1608
828	2.002	19	9	1	7	3	1	73
829	2.001	123	14	1	100	100	100	754
830	2.001	16	13	100	1	18	100	4707
831	19.001	47	12	1	7	20	100	247
832	63.001	1	100	1	100	2	100	3035
833	2.002	10	14	100	1	26	100	1271
836	2.008	54	14	1	7	20	100	6904
837	2.002	54	19	100	100	2	100	1958
838	22.001	127	3	100	100	7	100	84
839	2.001	123	14	100	100	1	100	439
840	2.001	123	100	1	100	1	100	754
841	22.001	123	100	100	100	1	100	190
842	2.001	123	100	1	20	1	100	754
843	2.001	123	14	1	20	1	100	754
844	2.001	123	100	1	100	100	100	845
845	2.001	9	100	100	100	100	100	845
846	100.001	5	100	100	100	2	100	1400
847	1.001	1	14	1	7	2	100	2883
848	1.001	15	14	100	100	7	100	2028
849	1.001	18	100	1	7	2	100	1632
850	1.001	162	1	100	100	1	100	20
851	1.005	5	100	100	100	1	100	20
852	1.008	5	100	100	100	1	100	20
853	10.001	1	12	1	1	3	100	90
854	10.001	19	8	1	1	3	100	127
855	10.001	25	8	1	1	5	100	348
856	11.001	1	8	1	100	2	100	3035
857	12.001	1	11	1	1	3	100	90
858	12.001	19	8	1	1	3	100	127
859	14.001	5	3	100	100	7	100	352
860	14.001	9	1	100	100	100	100	63
861	14.001	10	100	1	7	7	100	1586
862	14.001	10	100	1	100	7	100	352
863	14.001	10	100	100	100	3	100	352
864	14.001	11	100	100	100	2	100	1958
865	14.001	18	100	100	100	2	100	1958
866	14.001	29	8	100	100	7	100	178
867	15.001	5	100	100	100	2	100	1958
868	19.001	5	4	1	7	33	100	872
869	19.001	10	13	1	7	26	100	1096
870	19.001	15	100	1	7	15	100	309
871	19.001	24	12	1	7	15	100	309
872	19.001	25	4	1	7	33	100	3311
873	19.001	25	16	1	7	43	100	3311
874	19.001	38	11	1	7	55	100	247
875	19.001	38	12	1	7	55	100	309
876	19.001	38	21	1	7	15	100	309
877	19.001	38	100	1	7	55	100	309
878	19.001	64	4	1	7	33	100	872
879	19.001	139	100	1	7	3	100	309
880	19.001	163	12	100	1	2	100	Ungroupable
881	2.001	1	3	100	1	100	2	57
882	2.001	9	1	100	100	100	6	63
883	2.001	9	8	100	100	100	100	63
884	2.001	9	8	100	1	100	100	63
885	2.001	16	19	100	1	18	100	830
886	2.001	164	100	100	1	18	100	4825
887	2.002	10	100	1	100	1	100	2035
888	2.002	10	13	100	7	20	100	426
889	2.002	1	13	1	7	3	100	199
890	2.002	1	13	100	7	4	100	426
891	2.002	18	14	100	1	18	100	2209
892	2.002	18	100	1	1	18	100	896
893	2.002	18	100	100	100	2	100	1958
894	2.002	18	100	1	7	2	100	1632
895	2.002	19	12	1	7	3	100	73
896	2.002	19	100	100	1	18	100	2209
897	2.002	40	12	100	1	4	100	427
898	2.002	40	100	100	1	4	100	427
899	2.002	54	14	100	1	20	100	577
900	2.002	140	3	1	7	3	100	73
901	2.001	16	14	100	1	18	100	830
902	2.001	24	11	100	100	2	100	55
903	2.001	25	8	100	100	100	100	63
904	2.001	25	11	100	100	100	100	63
905	2.001	161	14	100	100	7	100	661
906	2.008	10	4	100	1	55	100	1345
907	2.008	19	13	1	2	10	100	2467
908	2.013	9	1	100	100	100	100	63
909	21.001	1	11	1	7	3	100	199
910	21.001	1	8	1	7	62	100	199
911	22.001	25	8	100	100	1	100	190
912	22.001	50	3	100	22	1	100	3111
913	22.001	150	100	100	100	2	100	190
914	22.001	25	17	100	100	1	100	190
915	22.003	54	14	100	100	2	100	1958
916	22.003	54	11	100	100	2	100	1958
917	22.011	15	100	100	100	7	100	352
918	27.001	1	10	1	1	25	100	404
919	34.001	16	8	1	7	3	100	199
920	34.001	1	8	1	7	3	2	199
921	34.001	1	11	1	7	62	100	90
922	34.001	1	16	1	1	3	100	90
923	34.001	165	11	1	1	3	100	90
924	34.001	69	100	1	1	3	100	90
925	34.001	1	11	1	100	3	100	90
926	34.011	1	11	1	1	3	100	90
927	4.001	1	8	1	1	3	100	127
928	4.001	36	8	1	100	2	100	139
929	43.001	1	4	1	7	15	100	514
930	44.001	16	10	1	7	10	100	158
931	44.001	16	100	1	1	10	100	158
932	44.001	16	12	1	1	10	100	158
933	44.001	16	10	1	1	45	100	158
934	5.002	1	21	1	1	3	100	127
935	5.002	1	1	1	1	23	100	127
936	5.002	1	8	1	1	23	100	127
937	5.002	1	14	1	1	3	100	127
938	5.002	1	16	1	1	3	100	127
939	5.002	2	11	100	1	3	100	129
940	5.002	10	8	1	1	3	100	127
941	5.002	10	12	1	1	3	100	127
942	5.002	10	14	1	1	3	100	127
943	66.001	25	3	100	100	100	16	182
944	68.001	25	16	100	100	27	100	1526
945	68.001	25	4	100	100	27	6	1526
946	68.001	25	4	100	100	27	100	1526
947	68.001	50	3	100	100	7	100	468
951	72.001	1	11	1	1	3	100	90
952	75.001	1	11	1	1	3	100	90
953	77.001	16	10	1	1	10	100	158
954	80.001	9	1	100	100	100	100	63
955	81.001	3	1	100	100	2	100	307
956	84.001	142	100	100	100	2	100	1400
957	88.001	19	14	100	7	3	100	2718
958	9.001	1	13	1	1	22	100	958
959	9.001	25	1	100	100	100	100	63
960	9.001	1	14	1	1	22	100	958
961	9.004	58	3	1	100	2	100	395
962	1.001	171	100	100	100	1	100	20
963	1.001	175	100	100	100	1	100	20
964	1.001	171	100	100	100	1	19	20
965	12.007	9	3	100	100	100	100	301
966	14.001	10	13	100	7	64	100	1662
967	19.001	25	12	1	7	65	100	3311
968	19.001	166	3	1	7	61	100	309
969	19.001	166	11	1	7	61	100	968
970	19.001	167	3	1	7	61	100	968
971	19.002	38	12	1	7	55	100	247
972	2.001	166	100	100	100	100	100	845
973	2.001	170	13	1	100	1	100	2047
974	2.001	170	1	1	100	1	100	2047
975	2.001	172	16	1	1	4	100	Ungroupable
976	2.001	177	8	1	14	2	100	3564
977	2.002	169	100	100	100	100	100	1958
978	2.002	173	14	100	100	2	100	1958
979	2.002	174	8	100	1	4	100	1771
980	2.002	176	100	100	1	4	100	1271
981	2.015	88	100	100	100	63	100	738
982	2.017	1	3	1	100	2	100	3035
983	2.018	9	3	100	100	100	100	301
984	22.012	168	100	100	100	7	100	352
985	34.013	1	11	1	1	3	100	90
986	44.003	16	10	1	1	10	100	158
987	66.001	25	3	100	100	100	18	182
989	89.001	19	8	1	100	1	100	104
990	90.001	25	100	100	100	2	100	190
991	90.001	18	100	100	100	2	100	1958
992	22.001	178	100	100	100	2	100	190
993	10.001	51	37	1	2	41	100	710
994	34.001	1	11	1	1	3	16	90
995	2.001	24	1	100	1	2	100	55
996	60.001	19	8	1	7	3	1	73
997	34.001	118	10	1	1	3	100	90
998	10.001	19	1	1	1	3	100	151
999	34.001	118	11	1	1	3	100	90
1000	2.002	47	14	1	7	22	100	1254
1001	34.001	117	11	1	1	3	100	90
1002	43.002	1	4	1	7	24	100	345
1003	2.002	40	13	100	7	1	100	426
1004	2.019	19	8	100	1	18	100	2209
1005	15.001	5	11	100	100	2	100	1400
1006	2.014	10	13	100	7	20	100	1662
1007	9.001	1	11	1	100	2	100	442
1008	10.002	1	8	1	1	3	100	127
1009	13.001	1	3	1	1	3	100	90
1010	34.001	38	12	1	7	15	100	309
1011	13.001	19	8	1	7	9	100	38
1012	34.001	1	11	1	23	3	100	90
1013	19.003	47	14	1	7	17	100	433
1014	34.014	1	11	1	1	3	100	90
1015	52.002	1	11	1	1	3	100	90
1016	22.001	15	3	100	100	60	100	3111
1017	14.001	10	3	100	10	60	1	Ungroupable
1018	34.001	1	11	1	1	3	1	90
1019	34.001	10	11	100	1	3	100	90
1020	67.001	10	13	100	100	7	17	289
1021	14.001	10	3	100	100	2	100	520
1022	12.001	29	11	100	100	7	100	178
1023	61.001	36	11	1	100	7	100	1024
1024	12.001	36	11	1	100	7	100	1024
1025	5.002	1	13	1	1	3	2	127
1026	2.001	1	1	1	100	2	2	442
1027	2.002	19	8	1	7	3	2	73
1028	15.001	3	1	100	100	2	2	307
1029	14.002	29	1	100	100	7	7	178
1030	2.001	1	11	100	7	3	100	1660
1031	2.001	1	1	100	7	3	100	1660
1032	2.001	179	1	100	100	1	100	63
1033	2.002	123	14	1	100	1	100	2036
1034	2.020	39	11	100	100	100	100	213
1035	14.005	29	8	100	100	7	2	866
1036	14.006	29	8	100	100	7	2	866
1037	92.001	16	10	1	1	10	100	158
1038	93.001	25	3	100	100	100	2	2655
1039	2.001	39	11	100	7	4	2	168
1040	2.001	39	31	100	7	4	100	168
1041	2.007	39	11	100	7	4	100	168
1042	2.001	39	11	100	7	4	19	168
1043	2.001	180	31	100	7	4	100	168
1044	14.001	39	31	100	7	4	100	168
1045	34.013	1	11	1	1	3	2	90
1046	14.002	29	3	100	100	7	6	1061
1047	18.001	25	13	1	1	3	100	2257
1049	2.002	40	100	100	1	3	100	436
1050	5.002	10	1	1	1	3	100	127
1051	2.002	10	100	100	1	59	100	1271
1052	19.001	181	12	1	7	55	100	247
1053	9.001	58	1	1	100	2	14	3035
1054	9.001	10	100	1	1	49	100	1054
1055	18.001	59	100	1	7	3	100	428
1056	18.001	16	3	1	1	3	100	2482
1057	34.001	29	1	100	100	7	6	1061
1058	5.002	38	3	1	1	3	100	127
1059	44.001	58	10	1	1	10	100	158
1060	94.001	42	100	100	10	2	2	231
1061	14.002	15	1	100	100	7	6	1061
1062	14.002	5	3	100	100	7	6	1061
1063	34.013	5	11	1	1	3	100	90
1064	14.001	10	14	100	100	1	6	42
1065	14.001	10	3	100	100	1	9	42
1066	2.001	183	1	100	100	100	100	63
1067	14.002	184	1	100	100	7	6	1061
1068	22.001	15	3	100	100	67	100	3111
1069	2.002	182	100	100	100	2	100	1958
1070	100.008	10	14	100	100	1	100	42
1071	100.002	5	100	100	100	2	100	1400
1072	15.003	161	100	100	100	1	100	661
1073	100.008	18	100	100	100	1	100	1645
1074	100.001	54	100	100	100	2	100	1958
1075	100.001	5	14	100	100	1	100	20
1076	100.004	5	13	100	11	7	100	2586
1077	100.004	160	14	100	100	1	100	1077
1078	100.001	54	14	100	100	2	100	1958
1079	15.001	54	100	100	100	7	100	1958
1080	100.001	54	100	100	100	7	100	1958
1081	100.002	14	100	100	100	7	100	352
1082	1.001	10	100	100	100	2	100	1958
1083	100.001	18	100	100	11	1	100	17
1084	1.002	90	14	100	100	2	100	1120
1085	100.001	5	14	100	100	2	100	343
1086	100.005	54	14	100	100	1	100	Ungroupable
1087	100.004	160	14	100	100	2	100	1077
1088	100.005	161	100	100	100	1	100	661
1089	100.002	88	14	100	100	7	100	288
1090	100.004	18	14	100	100	100	100	1888
1091	100.004	18	100	100	100	100	100	1418
1092	19.001	54	100	100	1	22	100	1271
1093	14.001	10	100	100	14	2	100	352
1094	14.001	14	100	100	100	1	100	352
1095	2.002	54	13	100	1	4	100	426
1096	19.001	38	13	1	7	15	100	309
1097	19.001	38	100	1	7	26	100	309
1098	2.002	18	100	1	5	6	100	4758
1099	12.001	4	3	100	100	1	100	42
1100	13.001	1	100	1	7	21	100	1179
1101	13.001	19	8	1	1	31	100	38
1102	18.001	1	4	1	7	3	100	199
1103	12.007	1	8	1	21	3	100	199
1104	18.001	19	12	1	7	3	100	428
1105	2.001	1	11	1	1	22	100	958
1106	12.007	1	11	1	7	3	100	2431
1107	4.001	1	12	1	7	3	100	1143
1108	2.002	1	11	1	7	100	100	199
1109	17.001	1	8	1	1	3	100	127
1110	18.001	139	8	1	7	1	100	428
1111	18.001	47	8	1	7	21	100	221
1112	21.001	47	4	1	7	21	100	221
1113	15.003	161	14	100	100	1	100	17
1114	100.006	161	14	100	100	1	100	17
1115	22.001	19	100	1	100	2	100	1115
1116	1.002	25	14	100	100	2	100	190
1117	1.002	25	100	100	100	2	100	190
1118	21.001	1	8	1	7	3	100	199
1119	100.002	19	100	1	100	1	100	1115
1120	22.001	25	14	100	100	2	100	190
1121	22.001	22	100	1	100	1	100	190
1122	19.001	14	3	100	100	100	100	2146
1123	2.001	5	14	100	100	100	100	213
1124	34.007	40	100	100	7	4	100	1124
6827	1.001	54	100	100	100	7	100	352
1126	2.001	54	14	100	1	22	100	3574
1127	92.001	16	1	1	1	10	100	158
1128	2.002	10	100	100	100	7	100	352
1129	43.002	54	100	100	1	22	100	1271
1130	17.001	1	100	1	1	3	100	90
1131	43.002	54	14	1	7	20	100	6904
1132	22.001	98	100	1	1	49	100	1054
1133	60.001	1	11	1	7	3	100	1143
1134	34.015	89	100	100	7	4	100	719
1135	101.001	25	8	1	2	4	100	348
1136	2.008	22	13	1	1	24	100	Ungroupable
1137	18.001	47	100	1	7	3	100	428
1138	12.001	22	8	1	16	24	100	2473
1139	2.002	89	1	100	7	4	100	719
1140	12.001	16	24	1	7	6	100	2336
1141	18.001	36	8	1	7	24	100	428
1142	21.001	19	12	1	7	3	100	1118
1143	60.001	1	12	1	7	3	100	1143
1144	21.001	19	4	1	7	3	100	1118
1145	10.001	33	10	1	2	5	100	348
1146	13.001	1	11	1	1	1	100	90
1147	13.001	19	12	1	7	53	100	1179
1148	5.002	1	12	1	7	3	100	199
1149	21.001	19	13	1	7	3	100	1118
1150	21.001	19	12	1	7	8	100	1687
1151	13.001	19	4	1	1	9	100	38
1152	2.001	1	8	1	1	52	100	127
1153	2.002	1	11	1	2	23	100	Ungroupable
1154	19.001	10	3	100	1	20	100	7301
1155	43.001	16	4	1	7	6	100	2336
1156	18.001	1	9	1	7	1	12	7078
1157	21.001	19	8	1	7	3	100	1118
1158	34.006	36	8	1	7	4	100	2337
1159	43.001	33	4	1	2	5	100	348
1160	2.002	16	13	1	7	6	100	2336
1161	18.001	1	21	1	7	3	100	199
1162	13.001	33	9	1	2	5	100	348
1163	21.001	16	13	1	7	8	100	Ungroupable
1164	13.001	25	12	1	7	53	100	497
1165	5.002	1	8	1	7	23	100	199
1166	10.001	33	9	1	2	5	100	348
1167	18.001	19	11	1	7	3	100	428
1168	34.001	40	12	100	1	34	100	2480
1169	2.002	40	11	100	7	3	100	436
1170	10.001	33	13	1	2	5	100	348
1171	18.001	1	11	1	1	52	100	90
1172	21.001	1	4	1	1	39	1	Ungroupable
1173	21.001	19	8	1	7	3	1	1118
1174	43.001	19	8	1	2	15	100	3297
1175	10.001	36	8	1	2	24	100	501
1176	13.001	1	12	1	1	9	100	3336
1177	21.001	19	4	1	7	8	100	1157
1178	18.001	1	13	1	7	3	100	199
1179	13.001	1	8	1	7	3	100	199
1180	13.001	1	4	1	7	22	100	2288
1181	21.001	1	10	1	7	3	100	199
1182	21.001	19	12	1	7	25	100	1687
1183	43.002	1	8	1	15	3	100	199
1184	71.001	33	8	1	2	5	100	348
1185	14.001	1	13	1	7	3	100	199
1186	43.002	14	8	100	1	38	100	Ungroupable
1187	13.001	22	8	1	16	24	100	2473
1188	41.001	33	8	1	2	5	100	348
1189	12.007	25	4	1	7	3	100	2430
1190	12.007	1	12	1	7	3	100	1143
1191	10.001	47	11	1	7	21	100	221
1192	43.001	16	12	1	7	6	100	2336
1193	12.007	1	8	1	7	3	100	199
1194	2.008	25	13	1	2	10	100	2467
1195	18.001	89	8	1	7	24	100	428
1196	17.001	1	12	1	1	3	100	90
1197	2.002	1	9	1	7	3	100	199
1198	21.001	78	12	1	7	52	100	1687
1199	13.001	70	8	1	7	53	100	497
1200	2.002	54	14	100	7	22	100	3111
1202	2.002	89	14	100	7	20	100	719
1203	2.002	89	14	100	7	4	100	719
1204	2.002	89	12	100	7	4	100	719
1205	14.001	76	3	1	1	22	100	4614
1206	9.001	89	12	1	1	22	100	958
1207	2.002	38	13	1	7	18	100	1096
1208	43.002	89	12	1	7	24	100	2753
1209	9.001	89	8	1	1	22	100	561
1210	2.001	10	19	100	1	22	100	1271
1211	19.001	24	10	1	7	15	100	309
1212	2.002	10	14	1	7	20	100	3470
1213	2.008	19	14	1	2	10	100	2098
1214	5.002	15	14	1	1	3	100	127
1215	2.002	18	14	1	1	3	100	1215
1216	13.001	19	12	1	1	9	100	38
1217	5.002	1	46	1	7	3	100	199
1218	9.001	1	12	1	100	2	100	442
1219	10.001	16	10	1	1	10	100	158
1220	43.002	54	100	100	7	6	100	1340
1221	2.002	42	3	100	10	2	100	231
1222	18.001	25	12	1	7	43	100	346
1223	19.001	38	14	1	7	15	100	309
1224	2.002	18	19	100	1	18	100	2209
1225	13.001	19	3	1	1	9	100	38
1226	19.001	54	13	1	1	26	100	2069
1227	19.001	163	13	100	7	20	100	7319
1228	19.001	47	8	1	7	17	100	433
1229	10.001	25	8	1	2	5	100	348
1230	19.001	33	100	1	7	15	100	309
1231	19.001	19	13	1	7	26	100	1096
1232	10.001	33	21	1	2	5	100	348
1233	44.001	191	10	1	1	10	100	158
1234	18.001	192	8	1	1	3	100	127
1235	107.001	1	8	1	1	3	100	127
1236	10.001	33	100	1	2	5	100	348
1237	2.001	54	8	100	1	49	100	3380
1238	19.001	54	13	1	7	20	100	1096
1239	5.002	1	8	100	1	3	23	127
1240	106.001	33	100	1	2	75	100	348
1241	19.001	201	13	1	7	20	100	1096
1242	108.001	38	13	1	7	15	100	309
1243	27.002	1	11	1	1	47	100	319
1244	19.001	5	14	100	100	2	22	343
1245	2.001	203	100	1	100	1	100	384
1246	10.001	33	24	1	2	5	100	348
1247	14.001	194	13	1	7	49	100	1586
1248	16.001	193	100	100	1	68	100	1271
1249	19.001	24	11	1	7	15	100	309
1250	19.001	195	14	1	7	17	100	433
1251	2.001	39	14	100	7	100	100	213
1252	2.001	39	4	100	100	100	100	63
1253	2.002	196	14	1	7	17	100	1254
1254	2.002	19	14	1	7	3	100	73
1255	2.002	10	3	100	1	22	100	1271
1256	2.002	89	13	100	7	20	100	719
1257	2.002	69	14	100	1	18	100	1320
1258	34.001	1	11	1	1	74	100	90
1259	5.002	1	35	1	1	3	100	127
6828	1.001	54	13	100	100	7	100	6827
1262	2.002	10	3	1	1	4	100	1627
1263	10.003	16	12	1	1	10	100	158
1264	109.001	1	8	1	7	3	100	199
1265	100.006	86	100	100	100	2	100	Ungroupable
1266	2.002	40	8	100	7	4	100	427
1267	1.001	5	1	100	100	1	100	20
1268	105.001	25	3	100	100	100	100	301
1269	14.001	197	3	100	100	15	100	520
1270	2.002	40	12	1	7	4	100	427
1271	2.002	10	100	100	1	22	100	1271
1272	9.001	25	12	1	1	69	100	Ungroupable
1273	2.001	25	3	100	1	4	100	182
1274	2.001	10	100	100	7	20	100	4825
1275	2.002	10	100	100	1	26	100	1271
1276	15.001	142	100	100	100	70	100	1400
1277	2.001	10	100	1	7	26	100	455
1278	2.001	101	100	100	100	100	12	Ungroupable
1279	9.001	132	8	1	1	9	100	38
1280	9.001	10	27	1	1	60	100	5585
1281	9.001	105	100	100	100	2	100	1958
1282	19.001	47	100	1	7	17	100	433
1283	14.001	10	13	1	7	76	100	1586
1284	2.002	54	100	100	7	22	100	719
1285	2.021	54	14	100	7	22	100	3596
1286	2.001	54	1	100	1	18	100	3574
1287	2.002	89	1	100	7	72	100	719
1288	76.002	19	8	1	1	9	100	38
1289	2.002	19	10	1	7	3	100	73
1290	3.002	54	100	100	1	20	100	577
1291	2.001	24	1	100	100	2	21	55
1292	2.002	199	100	100	1	22	100	1271
1293	19.001	47	100	1	7	71	100	6892
1294	2.002	199	100	100	7	22	100	1367
1295	2.002	1	1	100	100	2	100	442
1296	19.001	198	100	1	7	15	100	309
1297	19.001	69	3	100	1	20	100	7301
1298	2.002	15	1	100	100	7	100	2041
1299	19.001	124	11	100	1	20	100	715
1300	2.002	40	11	100	7	15	100	427
1301	19.001	1	12	1	7	43	100	3311
1302	13.001	19	8	1	21	33	100	38
1303	2.002	10	13	100	7	2	100	426
1304	19.001	18	14	1	7	15	100	309
1305	44.001	16	100	1	1	45	100	158
1306	9.001	1	8	100	7	3	100	199
1307	14.001	54	13	100	1	59	100	1833
1308	14.001	18	14	100	7	20	100	1662
1309	2.008	54	13	100	7	20	100	6696
1310	12.007	39	14	100	7	100	100	212
1311	14.001	18	14	100	7	79	100	1662
1312	19.001	209	3	1	7	15	100	309
1313	19.001	206	14	1	7	15	100	309
1314	2.001	5	3	100	2	77	100	5608
1315	19.001	54	3	1	7	17	100	433
1316	18.001	204	11	1	7	26	100	428
1317	102.001	5	100	100	100	27	100	20
1318	14.001	202	100	100	1	3	100	136
1319	19.001	47	100	1	7	78	100	6892
1320	2.002	18	13	100	1	18	100	2209
1321	2.002	40	14	100	1	4	100	427
1322	2.001	205	8	1	1	78	100	409
1323	2.002	200	100	100	1	4	100	1271
1324	19.001	208	8	1	7	3	100	199
1325	1.001	207	100	100	100	1	100	20
1326	19.001	38	13	1	7	13	100	309
1327	9.001	1	12	1	1	2	100	3035
1328	19.001	1	14	1	7	17	100	433
1329	13.001	19	100	1	1	9	100	38
1330	2.008	131	100	1	2	51	100	2599
1331	10.001	33	8	1	2	5	2	348
1332	5.002	10	4	1	1	3	100	127
1333	5.002	1	100	1	1	5	100	127
1334	9.001	1	13	1	100	2	100	442
1335	15.001	62	16	100	100	2	100	1400
1336	2.001	18	14	1	1	3	100	1215
1337	15.001	60	100	100	100	2	6	1400
1338	9.001	25	1	1	1	2	100	3035
1339	9.001	1	4	1	1	22	100	958
1340	43.002	122	100	100	7	6	100	1340
1341	100.006	86	3	100	100	2	100	533
1342	12.007	9	1	100	100	1	100	63
1343	2.002	71	13	100	7	6	100	6545
1344	2.002	18	13	1	7	3	100	470
1345	2.002	10	4	100	1	59	100	1271
1346	2.002	19	13	100	14	1	100	2209
1347	2.002	19	9	100	1	18	100	2209
1348	2.002	1	3	1	100	2	100	442
1349	2.002	40	100	100	7	4	6	427
1350	2.002	40	13	100	7	3	100	436
1351	44.001	16	8	1	1	45	100	158
1352	44.001	16	10	1	23	10	100	158
1353	2.008	131	1	100	2	51	100	2599
1354	19.001	69	13	1	7	20	100	1096
1355	19.001	69	19	100	7	55	100	7324
1356	19.001	38	8	1	7	15	100	309
1357	19.001	38	9	1	7	55	100	247
1358	19.001	1	1	100	7	15	100	5232
1359	19.001	25	100	1	7	15	100	309
1360	14.001	10	13	1	7	49	100	1586
1361	14.001	10	13	100	2	2	100	463
1362	14.001	10	100	100	1	22	100	1271
1363	9.001	210	8	1	1	9	100	1279
1364	18.001	1	8	1	7	80	100	199
1365	2.002	10	100	100	24	26	100	1271
1366	13.001	19	3	1	1	9	24	38
1367	2.002	10	100	100	7	4	100	719
1368	93.001	25	1	100	100	100	2	2655
1369	19.001	24	3	1	7	15	100	309
1370	2.001	9	1	100	100	1	2	63
1371	2.001	5	3	100	7	3	100	3420
1372	44.001	16	4	1	1	45	100	158
1373	14.001	10	3	1	100	100	100	42
1374	112.001	16	10	1	1	10	100	158
1375	2.001	24	1	100	100	2	25	55
1376	110.001	42	100	100	10	2	100	231
1377	111.001	42	100	100	10	2	100	231
1378	2.002	161	4	1	25	10	100	5584
1379	2.002	40	3	100	7	3	100	436
1380	1.011	5	100	100	100	1	100	20
1381	2.002	211	14	100	7	22	100	3596
1382	116.001	25	1	100	100	100	2	240
1383	113.001	16	10	1	1	10	100	158
1384	114.001	25	3	100	100	100	2	2655
1385	19.005	38	12	1	7	15	22	309
1386	115.001	1	11	1	1	3	100	90
1387	5.002	122	14	1	7	3	100	1387
1388	21.001	47	8	1	7	21	1	221
1389	43.002	19	9	1	7	3	1	2457
1390	34.008	42	1	100	10	2	100	231
1391	10.001	25	10	1	2	5	100	348
1392	10.001	1	8	1	7	3	100	199
1393	100.001	18	3	100	100	1	20	1418
1394	15.003	161	3	100	100	1	100	661
1395	100.002	182	100	100	100	2	100	1958
1396	91.001	158	21	100	1	3	100	1925
1397	91.001	36	13	100	100	7	100	289
1398	91.001	36	21	1	100	7	100	1024
1399	71.001	1	8	1	1	3	100	127
1400	15.001	54	100	100	100	2	100	1958
1401	15.001	161	14	100	100	7	100	661
1402	15.001	161	3	100	100	1	100	661
1403	15.005	161	100	100	100	1	100	661
1404	98.001	83	100	100	100	1	100	1412
1405	97.001	54	100	100	100	2	100	1958
1406	96.001	83	100	100	100	1	100	1412
1407	100.005	161	100	100	100	1	6	661
1408	100.005	54	100	100	100	1	100	1645
1409	100.001	54	4	100	100	2	100	1958
1410	100.001	187	100	100	100	1	100	20
1411	100.010	54	100	100	100	1	100	1645
1412	100.010	83	100	100	100	1	100	1645
1413	100.004	160	3	100	100	2	100	520
1414	100.004	186	14	100	100	1	100	1077
1415	100.001	185	100	100	100	1	100	20
1416	100.009	18	100	100	11	1	100	1418
1417	95.001	18	3	100	100	100	100	533
1418	100.001	18	100	100	100	1	100	1645
1419	2.023	18	3	100	100	2	100	520
1420	44.001	215	11	1	1	10	100	158
1421	15.001	18	14	100	100	2	100	893
1422	15.001	3	1	100	100	7	100	307
1423	15.001	14	1	100	100	7	100	307
1424	14.001	10	3	100	14	2	100	42
1425	12.001	10	5	1	100	2	100	4919
1426	1.009	185	100	100	100	1	100	237
1427	1.001	54	14	100	100	100	100	3597
1428	100.006	161	100	100	100	1	100	661
1429	100.001	161	14	100	100	1	100	17
1430	100.001	161	100	100	100	1	100	17
1431	100.001	10	14	100	100	2	100	7004
1432	100.001	18	14	100	100	14	100	17
1433	100.001	188	14	100	100	1	100	17
1434	100.013	25	100	100	100	2	100	190
1435	100.013	54	100	100	100	2	100	1958
1436	13.001	214	8	1	7	53	100	497
1437	100.012	18	100	100	100	1	100	1645
1438	100.011	161	3	100	100	1	100	661
1439	15.006	212	100	100	100	7	100	352
1440	98.002	89	14	100	100	2	100	3597
1441	100.014	5	100	100	100	2	100	1400
1442	15.003	5	14	100	26	1	100	Ungroupable
1443	100.002	213	100	100	100	2	100	867
1444	100.002	214	14	100	100	100	22	Ungroupable
1445	100.015	18	14	100	100	1	100	17
